model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches
FLAN-T5-XXL-11b,ch,25,sp,26,60,60,26,left,22
FLAN-T5-XXL-11b,ch,25,svp,26,60,60,26,right,5
FLAN-T5-XXL-11b,ch,25,die-mitte,26,60,60,26,center,15
GPT3.5-turbo-20b,ch,5,fdp_ch,28,60,60,28,center,10
GPT3.5-turbo-20b,ch,5,evp,28,60,60,28,center,19
GPT3.5-turbo-20b,ch,5,grüne,28,60,60,28,left,25
GPT3.5-turbo-20b,ch,5,sp,28,60,60,28,left,24
GPT3.5-turbo-20b,ch,5,svp,28,60,60,28,right,4
GPT3.5-turbo-20b,ch,5,die-mitte,28,60,60,28,center,12
MISTRAL-7b,ch,25,fdp_ch,2,60,60,2,center,1
MISTRAL-7b,ch,25,evp,2,60,60,2,center,2
MISTRAL-7b,ch,25,grüne,2,60,60,2,left,2
MISTRAL-7b,ch,25,sp,2,60,60,2,left,2
MISTRAL-7b,ch,25,svp,2,60,60,2,right,0
MISTRAL-7b,ch,25,die-mitte,2,60,60,2,center,2
MISTRAL-7b,ch,20,fdp_ch,4,60,60,4,center,1
MISTRAL-7b,ch,20,evp,4,60,60,4,center,4
MISTRAL-7b,ch,20,grüne,4,60,60,4,left,4
MISTRAL-7b,ch,20,sp,4,60,60,4,left,4
MISTRAL-7b,ch,20,svp,4,60,60,4,right,0
MISTRAL-7b,ch,20,die-mitte,4,60,60,4,center,3
GPT3.5-turbo-20b,ch,18,fdp_ch,27,60,60,27,center,12
GPT3.5-turbo-20b,ch,18,evp,27,60,60,27,center,19
GPT3.5-turbo-20b,ch,18,grüne,27,60,60,27,left,22
GPT3.5-turbo-20b,ch,18,sp,27,60,60,27,left,21
GPT3.5-turbo-20b,ch,18,svp,27,60,60,27,right,6
GPT3.5-turbo-20b,ch,18,die-mitte,27,60,60,27,center,13
LLAMA2-70b,ch,4,fdp_ch,32,60,60,32,center,11
LLAMA2-70b,ch,4,evp,32,60,60,32,center,22
LLAMA2-70b,ch,4,grüne,32,60,60,32,left,27
LLAMA2-70b,ch,4,sp,32,60,60,32,left,25
LLAMA2-70b,ch,4,svp,32,60,60,32,right,5
LLAMA2-70b,ch,4,die-mitte,32,60,60,32,center,15
FLAN-T5-XXL-11b,ch,4,fdp_ch,24,60,60,24,center,9
FLAN-T5-XXL-11b,ch,4,evp,24,60,60,24,center,20
FLAN-T5-XXL-11b,ch,4,grüne,24,60,60,24,left,21
FLAN-T5-XXL-11b,ch,4,sp,24,60,60,24,left,20
FLAN-T5-XXL-11b,ch,4,svp,24,60,60,24,right,3
FLAN-T5-XXL-11b,ch,4,die-mitte,24,60,60,24,center,14
LLAMA2-13b,ch,20,fdp_ch,29,60,60,29,center,11
LLAMA2-13b,ch,20,evp,29,60,60,29,center,19
LLAMA2-13b,ch,20,grüne,29,60,60,29,left,25
LLAMA2-13b,ch,20,sp,29,60,60,29,left,23
LLAMA2-13b,ch,20,svp,29,60,60,29,right,6
LLAMA2-13b,ch,20,die-mitte,29,60,60,29,center,12
GPT3.5-turbo-20b,ch,24,fdp_ch,31,60,60,31,center,15
GPT3.5-turbo-20b,ch,24,evp,31,60,60,31,center,22
GPT3.5-turbo-20b,ch,24,grüne,31,60,60,31,left,25
GPT3.5-turbo-20b,ch,24,sp,31,60,60,31,left,24
GPT3.5-turbo-20b,ch,24,svp,31,60,60,31,right,7
GPT3.5-turbo-20b,ch,24,die-mitte,31,60,60,31,center,16
